chain,sample,tissue,histological site, lengthMean, nReads_covering_median
IGH,G18373.GTEX-QCQG-2126-SM-2S1P8.1,Muscle - Skeletal,Muscle,nan,nan
IGH,G60800.GTEX-13O3Q-0011-R2b.2,Brain - Substantia nigra,Brain,15.0,1.0
IGH,G62765.GTEX-13SLW-0011-R6a.3,Brain - Nucleus accumbens (basal ganglia),Brain,13.0,1.0
IGH,G48881.GTEX-ZDTT-0726.1,Heart - Left Ventricle,Heart,14.5,1.0
IGH,G65665.GTEX-13SLW-0011-R1a.2,Brain - Hippocampus,Brain,nan,nan
IGH,G32734.GTEX-OXRL-0326.1,Heart - Left Ventricle,Heart,14.6666666667,1.0
IGH,G62109.GTEX-14E6E-0006.2,Whole Blood,Blood,15.2614379085,1.0
IGH,G42468.GTEX-QV44-1726.2,Testis,Testis,18.0,1.0
IGH,G39029.K-562-SM-4EDPU.4,Cells - Leukemia cell line (CML),Bone Marrow,16.25,1.0
IGH,G18362.GTEX-QCQG-0006-SM-2S1OW.1,Whole Blood,Blood,15.9523809524,1.0
IGH,G18719.GTEX-N7MT-1226-SM-2TC6K.2,Brain - Cerebellum,Brain,nan,nan
IGH,G23332.GTEX-R55C-1826-SM-3GADI.1,Artery - Tibial,Blood Vessel,15.4285714286,1.0
IGH,G34431.GTEX-XOTO-0011-R9A-SM-4GICI.3,Brain - Spinal cord (cervical c-1),Brain,13.3333333333,1.0
IGH,G25706.GTEX-OHPK-2026-SM-3MJH7.1,Uterus,Uterus,15.9113924051,1.0
IGH,G65074.GTEX-ZF28-0226.2,Adipose - Subcutaneous,Adipose Tissue,13.0,1.0
IGH,G33807.GTEX-Q2AI-0426-SM-48U13.3,Pancreas,Pancreas,15.0909090909,1.0
IGH,G60806.GTEX-13O3Q-2626.2,Nerve - Tibial,Nerve,16.6,1.0
IGH,G53037.GTEX-11I78-1226.3,Colon - Transverse,Colon,15.3757009346,1.0
IGH,G21103.GTEX-OXRO-0326-SM-33HBM.1,Lung,Lung,15.8252427184,1.0
IGH,G35309.GTEX-U3ZN-1726-SM-4DXUQ.8,Esophagus - Mucosa,Esophagus,14.5714285714,1.0
IGH,G53028.GTEX-ZY6K-0726.3,Stomach,Stomach,15.3396512509,1.0
IGH,G40765.GTEX-VUSG-0126-SM-4KL1X.2,Liver,Liver,15.0806451613,1.0
IGH,G62304.GTEX-11GSP-3026.2,Pituitary,Pituitary,15.8928571429,1.0
IGH,G62119.GTEX-13NYS-0011-R11b.2,Brain - Cerebellar Hemisphere,Brain,11.5,1.0
IGH,G63167.GTEX-131YS-0326.2,Nerve - Tibial,Nerve,14.2,3.0
IGH,G16589.GTEX-NPJ8-0011-R6a.2,Brain - Nucleus accumbens (basal ganglia),Brain,13.0,1.0
IGH,G20907.GTEX-SNOS-1726-SM-32PLN.2,Artery - Tibial,Blood Vessel,16.0,1.0
IGH,G61992.GTEX-13CF2-2526.2,Skin - Sun Exposed (Lower leg),Skin,16.3636363636,1.0
IGH,G32996.GTEX-RVPV-0008-SM-47JYW.3,Cells - Transformed fibroblasts,Skin,14.6,1.0
IGH,G46842.GTEX-Y5LM-0126.1,Adrenal Gland,Adrenal Gland,16.0,1.0
IGH,G58420.GTEX-131XW-0726.2,Breast - Mammary Tissue,Breast,15.722462203,1.0
IGH,G34022.GTEX-S4P3-1326-SM-4AD6V.3,Breast - Mammary Tissue,Breast,15.6432748538,1.0
IGH,G23450.K-562.1,Cells - Leukemia cell line (CML),Bone Marrow,16.5,1.0
IGH,G62077.GTEX-13N1W-0926.2,Heart - Atrial Appendage,Heart,15.5,1.0
IGH,G62764.GTEX-13PVQ-0011-R11a.3,Brain - Cerebellar Hemisphere,Brain,nan,nan
IGH,G65125.GTEX-Y5LM-2326.2,Artery - Tibial,Blood Vessel,15.0,1.0
IGH,G40768.GTEX-VUSG-1026-SM-4KKZN.2,Esophagus - Gastroesophageal Junction,Esophagus,16.0555555556,1.0
IGH,G64005.GTEX-147F4-2626.1,Kidney - Cortex,Kidney,15.9331941545,1.0
IGH,G59591.GTEX-ZYFC-1826.4,Adipose - Visceral (Omentum),Adipose Tissue,15.0833333333,1.0
IGH,G60861.GTEX-13FTW-1026.2,Heart - Left Ventricle,Heart,nan,nan
IGH,G21114.GTEX-Q2AG-0005-SM-33HBX.1,Whole Blood,Blood,15.0078125,1.0
IGH,G65078.GTEX-ZE9C-2826.2,Adipose - Subcutaneous,Adipose Tissue,15.0,1.0
IGH,G62949.GTEX-YJ89-1526.3,Esophagus - Mucosa,Esophagus,16.375,1.0
IGH,G62222.GTEX-13U4I-2626.2,Colon - Sigmoid,Colon,13.8666666667,1.0
IGH,G62284.GTEX-1122O-1526.2,Colon - Transverse,Colon,15.3664596273,1.0
IGH,G42350.GTEX-X5EB-0326.2,Artery - Coronary,Blood Vessel,15.924,1.0
IGH,G42488.GTEX-QLQW-1626.2,Kidney - Cortex,Kidney,15.0588235294,1.0
IGH,G62115.GTEX-13NYB-0011-R2a.2,Brain - Substantia nigra,Brain,18.5,1.0
IGH,G33993.GTEX-S3XE-0526-SM-4AD4G.3,Pancreas,Pancreas,14.5,1.0
IGH,G25645.GTEX-WQUQ-1326-SM-3MJFF.1,Heart - Atrial Appendage,Heart,14.6153846154,1.0
IGH,G64206.GTEX-145MH-1426.1,Nerve - Tibial,Nerve,14.0,1.0
IGH,G18633.GTEX-RU72-0011-R7A-SM-2TF5U.1,Brain - Putamen (basal ganglia),Brain,15.0,1.0
IGH,G39746.GTEX-V1D1-0526-SM-4JBGW.1,Heart - Left Ventricle,Heart,14.8333333333,1.0
IGH,G46746.GTEX-Y5V6-0005.1,Whole Blood,Blood,15.358974359,1.0
IGH,G62863.GTEX-YFC4-2626.3,Thyroid,Thyroid,16.4748265433,1.0
IGH,G22919.GTEX-U3ZN-0326-SM-3DB86.1,Thyroid,Thyroid,14.84,1.0
IGH,G64169.GTEX-13X6I-0626.1,Skin - Sun Exposed (Lower leg),Skin,15.5,1.5
IGH,G35164.GTEX-SN8G-0226-SM-4DM6B.1,Adipose - Subcutaneous,Adipose Tissue,15.9347826087,1.0
IGH,G64381.GTEX-Y5LM-1326.1,Stomach,Stomach,15.3326810176,1.0
IGH,G40900.GTEX-WFG7-0626-SM-4LMK6.3,Artery - Coronary,Blood Vessel,15.7586206897,1.0
IGH,G60183.GTEX-1399Q-2826.2,Testis,Testis,14.8181818182,1.0
IGH,G33815.GTEX-PX3G-0426-SM-48U1C.3,Artery - Aorta,Blood Vessel,15.3098591549,1.0
IGH,G62969.GTEX-1399U-0226.3,Adrenal Gland,Adrenal Gland,16.8333333333,1.0
IGH,G39765.GTEX-UPK5-1626-SM-4JBHI.1,Spleen,Spleen,15.3428373942,1.0
IGH,G20864.GTEX-QDT8-0011-R7A-SM-32PKF.1,Brain - Putamen (basal ganglia),Brain,nan,nan
IGH,G61932.GTEX-12ZZX-2126.2,Uterus,Uterus,14.9411764706,1.0
IGH,G32929.GTEX-RWS6-0426-SM-47JXH.3,Artery - Coronary,Blood Vessel,15.5714285714,1.0
IGH,G60728.GTEX-13OVL-0526.2,Heart - Left Ventricle,Heart,16.0,1.0
IGH,G59192.GTEX-12C56-1326.3,Prostate,Prostate,15.95,1.0
IGH,G33657.GTEX-R55E-1126-SM-48FDZ.4,Artery - Aorta,Blood Vessel,16.0,1.0
IGH,G65126.GTEX-Y5V5-0126.2,Skin - Not Sun Exposed (Suprapubic),Skin,15.4166666667,1.0
IGH,G16618.GTEX-N7MS-0011-R2a.2,Brain - Substantia nigra,Brain,14.0,1.0
IGH,G26784.GTEX-PLZ6-0326-SM-3P61J.2,Artery - Aorta,Blood Vessel,14.4,1.0
IGH,G62840.GTEX-ZQG8-0726.3,Breast - Mammary Tissue,Breast,14.8,1.0
IGH,G61887.GTEX-13111-0526.2,Artery - Aorta,Blood Vessel,16.4868913858,1.0
IGH,G62196.GTEX-146FR-1226.2,Minor Salivary Gland,Salivary Gland,15.505421476,1.0
IGH,G60293.GTEX-1399T-0726.2,Heart - Atrial Appendage,Heart,16.6,1.0
IGH,G61195.GTEX-Y9LG-1426.3,Breast - Mammary Tissue,Breast,14.5217391304,1.0
IGH,G48659.GTEX-ZC5H-2226.1,Vagina,Vagina,14.25,1.0
IGH,G40995.GTEX-WFJO-0926-SM-4LVM2.3,Small Intestine - Terminal Ileum,Small Intestine,15.3765597148,1.0
IGH,G60844.GTEX-1399U-2526.2,Muscle - Skeletal,Muscle,14.0,1.0
IGH,G63034.GTEX-12WSE-0011-R7a.2,Brain - Putamen (basal ganglia),Brain,nan,nan
IGH,G42376.GTEX-XBEW-1026.2,Muscle - Skeletal,Muscle,15.6666666667,1.0
IGH,G60483.GTEX-13FLV-2326.2,Nerve - Tibial,Nerve,15.8648648649,1.0
IGH,G60781.GTEX-13NZA-0011-R8b.2,Brain - Hypothalamus,Brain,18.0,1.0
IGH,G16665.GTEX-Q2AI-0326.3,Thyroid,Thyroid,nan,nan
IGH,G23391.GTEX-UTHO-1026-SM-3GAF7.1,Breast - Mammary Tissue,Breast,15.3157894737,2.0
IGH,G19494.GTEX-SNMC-1226-SM-2XCFP.2,Skin - Sun Exposed (Lower leg),Skin,14.5,1.0
IGH,G60767.GTEX-13O61-1426.2,Skin - Not Sun Exposed (Suprapubic),Skin,16.75,1.0
IGH,G34048.GTEX-S7SF-1326-SM-4AD4P.3,Ovary,Ovary,14.5517241379,1.0
IGH,G26676.GTEX-P4PQ-1026-SM-3NMCN.1,Pancreas,Pancreas,15.125,1.0
IGH,G46530.GTEX-YJ89-0626.1,Testis,Testis,17.3333333333,1.0
IGH,G65109.GTEX-14AS3-2226.2,Nerve - Tibial,Nerve,16.5,1.5
IGH,G32927.GTEX-RVPV-0926-SM-47JXU.3,Muscle - Skeletal,Muscle,15.3333333333,1.0
IGH,G60270.GTEX-13FTX-1826.2,Skin - Sun Exposed (Lower leg),Skin,12.3333333333,1.0
IGH,G59526.GTEX-ZVP2-2126.2,Muscle - Skeletal,Muscle,16.1111111111,1.0
IGH,G63139.GTEX-11I78-2226.2,Breast - Mammary Tissue,Breast,15.8581081081,1.0
IGH,G35625.GTEX-O5YU-0008-SM-4E3I7.4,Cells - Transformed fibroblasts,Skin,18.0,1.0
IGH,G23434.GTEX-VJYA-1126-SM-3GIJU.1,Skin - Sun Exposed (Lower leg),Skin,15.96,1.0
IGH,G29334.GTEX-NPJ8-2226-SM-3TW8D.1,Kidney - Cortex,Kidney,14.7058823529,1.0
IGH,G60491.GTEX-13NYB-2926.2,Artery - Tibial,Blood Vessel,16.8333333333,1.0
IGH,G65111.GTEX-13PVR-1126.2,Artery - Coronary,Blood Vessel,16.264516129,1.0
IGH,G33998.GTEX-S3XE-1126-SM-4AD4N.3,Colon - Transverse,Colon,15.6428571429,1.0
IGH,G21075.GTEX-T2IS-2626-SM-32QPP.1,Muscle - Skeletal,Muscle,nan,nan
IGH,G25668.GTEX-WOFL-0626-SM-3MJG3.1,Muscle - Skeletal,Muscle,14.9090909091,1.0
IGH,G19370.GTEX-S4UY-0226-SM-3K2AP.1,Adipose - Subcutaneous,Adipose Tissue,15.9166666667,1.0
IGH,G64038.GTEX-14A6H-2026.1,Skin - Not Sun Exposed (Suprapubic),Skin,15.4,1.0
IGH,G33673.GTEX-R55C-1626-SM-48FEG.4,Adipose - Subcutaneous,Adipose Tissue,15.8,1.0
IGH,G21073.GTEX-SSA3-0226.1,Adipose - Subcutaneous,Adipose Tissue,15.3103448276,3.0
IGH,G63152.GTEX-11P82-0626.2,Esophagus - Muscularis,Esophagus,14.0,1.0
IGH,G63214.GTEX-145LS-0011-R8b.2,Brain - Hypothalamus,Brain,13.9375,1.0
IGH,G20924.GTEX-SUCS-0626-SM-32PM5.2,Lung,Lung,15.738,1.0
IGH,G35157.GTEX-SUCS-0006-SM-4DM59.1,Whole Blood,Blood,14.7931034483,1.0
IGH,G60172.GTEX-132QS-0326.2,Thyroid,Thyroid,15.375,1.0
IGH,G64260.GTEX-14B4R-0526.1,Adipose - Visceral (Omentum),Adipose Tissue,15.7567567568,1.0
IGH,G18701.GTEX-RN64-0826-SM-2TC62.2,Heart - Left Ventricle,Heart,20.0,1.0
IGH,G19338.GTEX-RWS6-2426-SM-2XCB9.1,Nerve - Tibial,Nerve,16.1358024691,2.0
IGH,G60697.GTEX-139UW-0126.2,Thyroid,Thyroid,16.2098512057,1.0
IGH,G33899.GTEX-PWCY-0726-SM-48TCS.1,Esophagus - Mucosa,Esophagus,15.578125,1.0
IGH,G64379.GTEX-Y5LM-1926.1,Skin - Sun Exposed (Lower leg),Skin,15.0,1.0
IGH,G46570.GTEX-Y3I4-1726.2,Skin - Not Sun Exposed (Suprapubic),Skin,16.4137931034,1.0
IGH,G18639.GTEX-RU72-0011-R8A-SM-2TF61.1,Brain - Hypothalamus,Brain,nan,nan
IGH,G63955.GTEX-14B4R-1426.2,Minor Salivary Gland,Salivary Gland,15.8761394102,1.0
IGH,G58417.GTEX-13111-1626.2,Skin - Sun Exposed (Lower leg),Skin,15.0,1.0
IGH,G16744.GTEX-OXRO-0006.3,Whole Blood,Blood,15.2972972973,1.0
IGH,G32995.GTEX-RWS6-0008-SM-47JYV.3,Cells - Transformed fibroblasts,Skin,18.0,1.0
IGH,G18600.GTEX-R55F-0005-SM-2TF4W.1,Whole Blood,Blood,15.6,1.5
IGH,G25872.GTEX-OXRK-1726-SM-3NB16.2,Colon - Transverse,Colon,15.6926548397,1.0
IGH,G64200.GTEX-14A5H-0826.1,Skin - Not Sun Exposed (Suprapubic),Skin,16.625,1.0
IGH,G35293.GTEX-TSE9-2726-SM-4DXSQ.7,Cervix - Endocervix,Cervix Uteri,16.75,1.0
IGH,G48901.GTEX-ZF29-0126.1,Artery - Coronary,Blood Vessel,16.3582089552,2.0
IGH,G58535.GTEX-1314G-1626.2,Adipose - Subcutaneous,Adipose Tissue,15.2727272727,1.0
IGH,G59654.GTEX-ZZ64-1026.3,Skin - Not Sun Exposed (Suprapubic),Skin,15.8181818182,1.0
IGH,G62054.GTEX-13G51-0011-R1a.2,Brain - Hippocampus,Brain,13.0,1.0
IGH,G32735.GTEX-RTLS-0126.2,Skin - Sun Exposed (Lower leg),Skin,16.8,1.0
IGH,G32971.GTEX-XAJ8-1026-SM-47JY9.3,Muscle - Skeletal,Muscle,15.1666666667,1.0
IGH,G23411.GTEX-VUSG-0326-SM-3GIJ7.1,Pancreas,Pancreas,nan,nan
IGH,G59648.GTEX-ZYWO-0226.3,Spleen,Spleen,15.5126465145,1.0
IGH,G63067.GTEX-131XW-0626.2,Skin - Not Sun Exposed (Suprapubic),Skin,17.0,1.0
IGH,G18606.GTEX-R55F-1426-SM-2TF53.1,Adipose - Subcutaneous,Adipose Tissue,15.3157894737,1.0
IGH,G65545.GTEX-PLZ4-0226.3,Adipose - Subcutaneous,Adipose Tissue,14.4782608696,1.0
IGH,G34353.GTEX-XMK1-1726-SM-4B64Z.3,Colon - Transverse,Colon,15.9520317384,1.0
IGH,G60611.GTEX-13NZA-0226.2,Skin - Sun Exposed (Lower leg),Skin,14.5,2.5
IGH,G25163.GTEX-NFK9-1226-SM-3LK79.1,Esophagus - Muscularis,Esophagus,17.0,1.0
IGH,G16547.GTEX-Q2AG-2926.2,Brain - Cortex,Brain,15.4545454545,1.0
IGH,G62670.GTEX-13OVJ-0006.2,Whole Blood,Blood,15.2359550562,1.0
IGH,G48914.GTEX-ZEX8-1026.1,Pancreas,Pancreas,15.7692307692,1.0
IGH,G35187.GTEX-T2IS-1926-SM-4DM74.2,Vagina,Vagina,16.75,1.5
IGH,G62144.GTEX-13N2G-0011-R1b.2,Brain - Hippocampus,Brain,14.0,1.0
IGH,G46555.GTEX-Y114-2326.2,Adipose - Subcutaneous,Adipose Tissue,15.816091954,1.0
IGH,G33689.GTEX-R53T-0008-SM-48FEW.4,Cells - Transformed fibroblasts,Skin,15.0,1.0
IGH,G26754.GTEX-WHSE-0011-R4A-SM-3P5ZN.2,Brain - Amygdala,Brain,13.875,1.0
IGH,G62330.GTEX-11EM3-1626.2,Colon - Sigmoid,Colon,14.3333333333,1.0
IGH,G53027.GTEX-ZVZO-0526.3,Nerve - Tibial,Nerve,16.5,1.0
IGH,G61930.GTEX-12ZZX-1026.2,Artery - Aorta,Blood Vessel,16.0,1.5
IGH,G65085.GTEX-ZF28-1426.2,Adipose - Visceral (Omentum),Adipose Tissue,15.0,1.0
IGH,G23442.GTEX-QVUS-0011-R10A-SM-3GIK3.1,Brain - Frontal Cortex (BA9),Brain,15.5,1.0
IGH,G21091.GTEX-TMMY-0226-SM-33HBA.1,Skin - Sun Exposed (Lower leg),Skin,14.5,1.0
IGH,G45139.GTEX-YJ89-0008.2,Cells - Transformed fibroblasts,Skin,nan,nan
IGH,G65652.GTEX-11ZUS-0008.2,Cells - Transformed fibroblasts,Skin,nan,nan
IGH,G23386.GTEX-QEL4-0826-SM-3GAF2.1,Lung,Lung,15.1011235955,1.0
IGH,G23321.GTEX-QVUS-0011-R8A-SM-3GAD7.1,Brain - Hypothalamus,Brain,nan,nan
IGH,G33913.GTEX-PWCY-0226-SM-48TD8.1,Adrenal Gland,Adrenal Gland,15.6111111111,1.0
IGH,G61178.GTEX-YB5E-2126.3,Adipose - Subcutaneous,Adipose Tissue,17.0,2.0
IGH,G32767.GTEX-X5EB-0426-SM-46MVY.2,Lung,Lung,15.9184581171,1.0
IGH,G53076.GTEX-11GSP-1326.3,Heart - Left Ventricle,Heart,15.25,1.0
IGH,G62165.GTEX-12BJ1-0006.2,Whole Blood,Blood,14.6666666667,1.0
IGH,G62239.GTEX-13W46-0226.2,Skin - Sun Exposed (Lower leg),Skin,17.5,1.0
IGH,G46441.GTEX-Y3I4-0008.1,Cells - Transformed fibroblasts,Skin,16.5,1.0
IGH,G41207.GTEX-WHWD-0008.5,Cells - Transformed fibroblasts,Skin,nan,nan
IGH,G18365.GTEX-PWN1-0226-SM-2S1OZ.1,Adipose - Subcutaneous,Adipose Tissue,14.6666666667,1.0
IGH,G40998.GTEX-WFON-0526-SM-4LVLY.3,Artery - Aorta,Blood Vessel,15.3333333333,1.0
IGH,G46745.GTEX-Y5V5-0006.1,Whole Blood,Blood,15.3762886598,1.0
IGH,G59738.GTEX-117YX-1026.2,Stomach,Stomach,15.5995607613,1.0
IGH,G25717.GTEX-O5YW-3026-SM-3MJHI.1,Artery - Coronary,Blood Vessel,15.3402061856,1.0
IGH,G53088.GTEX-11NSD-0526.3,Pancreas,Pancreas,15.4,1.0
IGH,G60734.K-562.2,Cells - Leukemia cell line (CML),Bone Marrow,nan,nan
IGH,G48607.GTEX-ZC5H-0004.1,Cells - EBV-transformed lymphocytes,Blood,16.3529411765,2.0
IGH,G65086.GTEX-ZLV1-0926.2,Adipose - Visceral (Omentum),Adipose Tissue,15.7142857143,1.0
IGH,G35331.GTEX-U4B1-1126-SM-4DXV3.8,Colon - Transverse,Colon,15.6115865701,1.0
IGH,G26787.GTEX-P4PP-1526-SM-3P61M.2,Stomach,Stomach,15.2987951807,1.0
IGH,G53025.GTEX-ZVZO-0126.3,Skin - Sun Exposed (Lower leg),Skin,17.5,1.0
IGH,G35159.GTEX-SJXC-1126-SM-4DM6Y.2,Artery - Aorta,Blood Vessel,16.3251231527,2.0
IGH,G26527.GTEX-S7PM-0006-SM-3NM8C.1,Whole Blood,Blood,15.6398104265,1.0
IGH,G23338.GTEX-UPIC-0226-SM-3GADO.1,Thyroid,Thyroid,15.1666666667,1.0
IGH,G63968.GTEX-13SLX-0326.1,Muscle - Skeletal,Muscle,16.0,1.5
IGH,G34052.GTEX-QESD-0826.2,Esophagus - Mucosa,Esophagus,15.1503759398,1.0
IGH,G34252.GTEX-XMD1-0006-SM-4AT4Q.2,Whole Blood,Blood,15.4934804413,1.0
IGH,G64400.GTEX-14DAR-1526.1,Colon - Transverse,Colon,15.0856334041,1.0
IGH,G63908.GTEX-144FL-1526.2,Pancreas,Pancreas,15.8,1.0
IGH,G59673.GTEX-ZXES-1126.3,Esophagus - Mucosa,Esophagus,15.0,1.0
IGH,G41102.GTEX-WHSE-0008.3,Cells - Transformed fibroblasts,Skin,nan,nan
IGH,G62591.GTEX-146FQ-0126.2,Skin - Sun Exposed (Lower leg),Skin,16.0,1.0
IGH,G32952.GTEX-U3ZG-0326-SM-47JXN.3,Muscle - Skeletal,Muscle,13.25,1.0
IGH,G26661.GTEX-WZTO-0011-R4A-SM-3NMC7.1,Brain - Amygdala,Brain,16.6666666667,1.0
IGH,G41203.GTEX-WOFM-2126.5,Minor Salivary Gland,Salivary Gland,15.6355421687,1.0
IGH,G65622.GTEX-14BIL-0011-R9a.3,Brain - Spinal cord (cervical c-1),Brain,18.0,1.5
IGH,G62227.GTEX-13W3W-2526.2,Adipose - Subcutaneous,Adipose Tissue,15.7741935484,1.0
IGH,G26691.GTEX-P4QT-1326-SM-3NMD3.1,Adrenal Gland,Adrenal Gland,15.8987341772,1.0
IGH,G62005.GTEX-13FTW-1326.2,Testis,Testis,15.0,1.0
IGH,G61815.GTEX-12WSJ-1226.2,Ovary,Ovary,16.8571428571,1.0
IGH,G32445.GTEX-QEL4-0008-SM-447AZ.2,Cells - Transformed fibroblasts,Skin,17.0,1.0
IGH,G63130.GTEX-ZA64-2026.2,Muscle - Skeletal,Muscle,16.0,1.0
IGH,G18671.GTEX-RVPU-0011-R4A-SM-2TF6X.1,Brain - Amygdala,Brain,nan,nan
IGH,G65580.GTEX-WEY5-2026.3,Muscle - Skeletal,Muscle,12.0,1.0
IGH,G23354.GTEX-QEL4-0326-SM-3GAE5.1,Adipose - Subcutaneous,Adipose Tissue,10.5,1.5
IGH,G64385.GTEX-YJ8O-0326.1,Esophagus - Gastroesophageal Junction,Esophagus,11.0,1.0
IGH,G62257.GTEX-13VXU-0226.2,Adipose - Subcutaneous,Adipose Tissue,17.0,1.0
IGH,G62962.GTEX-133LE-0726.3,Esophagus - Muscularis,Esophagus,15.5,2.5
IGH,G32368.GTEX-QEL4-2126-SM-447AE.2,Breast - Mammary Tissue,Breast,15.5529411765,1.0
IGH,G40988.GTEX-WFG8-1726-SM-4LVM6.3,Colon - Sigmoid,Colon,16.0714285714,1.0
IGH,G63096.GTEX-145LS-0011-R7a.2,Brain - Putamen (basal ganglia),Brain,14.4444444444,1.0
IGH,G62479.GTEX-12584-0011-R6a.2,Brain - Nucleus accumbens (basal ganglia),Brain,14.1666666667,1.0
IGH,G65686.GTEX-13S86-2526.2,Artery - Tibial,Blood Vessel,nan,nan
IGH,G60063.GTEX-PLZ6-0426.2,Lung,Lung,15.9392575928,1.0
IGH,G23493.GTEX-WFG8-0626-SM-3GILJ.1,Heart - Left Ventricle,Heart,17.0,1.0
IGH,G65130.GTEX-13S86-1226.2,Breast - Mammary Tissue,Breast,16.0625,1.5
IGH,G42249.GTEX-WZTO-2126.4,Stomach,Stomach,15.308411215,1.0
IGH,G18069.GTEX-OHPK-1626-SM-2YUN3.1,Muscle - Skeletal,Muscle,17.0,1.0
IGH,G25661.GTEX-WRHU-0226-SM-3MJFV.1,Lung,Lung,15.5610640871,1.0
IGH,G62007.GTEX-13FTW-1526.2,Esophagus - Muscularis,Esophagus,15.1428571429,1.0
IGH,G21124.GTEX-OHPL-0326-SM-33HC8.1,Heart - Left Ventricle,Heart,15.3333333333,1.0
IGH,G41083.GTEX-WHSB-2126.4,Testis,Testis,12.0,1.0
IGH,G60775.GTEX-13JVG-0011-R8a.2,Brain - Hypothalamus,Brain,19.0,1.0
IGH,G65082.GTEX-ZF3C-1026.2,Adipose - Visceral (Omentum),Adipose Tissue,15.7592592593,2.0
IGH,G25936.GTEX-WWYW-0426-SM-3NB31.2,Artery - Tibial,Blood Vessel,15.2,1.0
IGH,G19426.GTEX-SIU8-0326-SM-2XCDR.1,Nerve - Tibial,Nerve,15.0166666667,1.0
IGH,G26685.GTEX-P4QS-1026-SM-3NMCW.1,Pancreas,Pancreas,15.9574468085,1.0
IGH,G64135.GTEX-13X6J-1326.1,Artery - Coronary,Blood Vessel,15.7961165049,1.0
IGH,G65063.GTEX-ZAK1-3126.2,Pituitary,Pituitary,14.0,1.0
IGH,G65578.GTEX-WFG7-0326.3,Thyroid,Thyroid,8.0,2.0
IGH,G48861.GTEX-ZDXO-0011-R5a.1,Brain - Caudate (basal ganglia),Brain,16.7142857143,1.0
IGH,G53078.GTEX-11NUK-0126.3,Skin - Sun Exposed (Lower leg),Skin,15.3333333333,1.0
IGH,G62335.GTEX-11GS4-2026.2,Testis,Testis,nan,nan
IGH,G64364.GTEX-148VI-1226.1,Esophagus - Gastroesophageal Junction,Esophagus,18.0,1.0
IGH,G62771.GTEX-13VXU-0011-R11b.3,Brain - Cerebellar Hemisphere,Brain,nan,nan
IGH,G18631.GTEX-RU1J-1726-SM-2TF5S.1,Muscle - Skeletal,Muscle,nan,nan
IGH,G63977.GTEX-13SLW-2826.1,Colon - Sigmoid,Colon,20.0,4.0
IGH,G41169.GTEX-WL46-0006.5,Whole Blood,Blood,15.6581862946,1.0
IGH,G65565.GTEX-RNOR-0011-R1A.3,Brain - Hippocampus,Brain,16.5,1.0
IGH,G35197.GTEX-T2YK-1326-SM-4DM6S.1,Esophagus - Mucosa,Esophagus,15.6,1.0
IGH,G19378.GTEX-S3XE-1626-SM-3K2AJ.1,Adipose - Subcutaneous,Adipose Tissue,14.0,1.0
IGH,G59330.GTEX-12WSM-0626.2,Adipose - Visceral (Omentum),Adipose Tissue,15.78125,1.0
IGH,G19305.GTEX-RVPU-0011-R7A-SM-2XCAB.1,Brain - Putamen (basal ganglia),Brain,nan,nan
IGH,G60249.GTEX-13VXT-1626.2,Uterus,Uterus,14.2857142857,1.0
IGH,G16787.GTEX-QDVJ-0226.3,Thyroid,Thyroid,14.8666666667,1.0
IGH,G35234.GTEX-T5JW-0926-SM-4DM5K.1,Stomach,Stomach,15.88,1.0
IGH,G21125.GTEX-P4PQ-2626-SM-33HC9.1,Thyroid,Thyroid,14.9444444444,2.5
IGH,G58527.GTEX-12WSI-0426.2,Heart - Atrial Appendage,Heart,nan,nan
IGH,G59802.GTEX-11ILO-0426.2,Nerve - Tibial,Nerve,14.4545454545,1.0
IGH,G64350.GTEX-145ME-1426.1,Vagina,Vagina,16.9411764706,1.0
IGH,G58518.GTEX-13111-0226.2,Thyroid,Thyroid,16.4487179487,1.0
IGH,G33894.GTEX-PWOO-1026-SM-48TCN.1,Esophagus - Muscularis,Esophagus,15.0,1.0
IGH,G45210.GTEX-YJ89-0011-R1a.2,Brain - Hippocampus,Brain,19.5,1.0
IGH,G62116.GTEX-13NYS-0011-R4b.2,Brain - Amygdala,Brain,14.3333333333,1.0
IGH,G45209.GTEX-YFC4-0011-R5a.2,Brain - Caudate (basal ganglia),Brain,16.0,1.0
IGH,G26686.GTEX-P4QT-1426-SM-3NMCX.1,Colon - Transverse,Colon,15.3259070656,1.0
IGH,G62038.GTEX-13G51-2626.2,Adipose - Subcutaneous,Adipose Tissue,10.0,1.0
IGH,G35632.GTEX-OHPL-0008-SM-4E3I9.4,Cells - Transformed fibroblasts,Skin,16.6666666667,1.0
IGH,G26534.GTEX-P44H-0011-R1A-SM-3NM8J.1,Brain - Hippocampus,Brain,13.3333333333,1.0
IGH,G33688.GTEX-R55D-0008-SM-48FEV.4,Cells - Transformed fibroblasts,Skin,14.75,1.0
IGH,G65102.GTEX-11P81-0008.2,Cells - Transformed fibroblasts,Skin,7.0,1.0
IGH,G35240.GTEX-TKQ2-0008-SM-4DM5L.1,Cells - Transformed fibroblasts,Skin,16.0,1.0
IGH,G25137.GTEX-WHSB-2026-SM-3LK6H.1,Nerve - Tibial,Nerve,16.0,1.0
IGH,G62767.GTEX-13SLW-0011-R2b.3,Brain - Substantia nigra,Brain,nan,nan
